airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,04001,,,,LGSM,ENGM,,2,10:05,14:05,,1478,240,J,,,,,,,,1,B738,Y?price=441.11%;J?price=441.11%;F?price=441.11%,,
AVA,04168,,,,ENML,ENGM,,23456,04:35,05:30,,188,55,J,,,,,,,,1,CRJ9,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04169,,,,ENGM,ENML,,4,18:05,19:00,,188,55,J,,,,,,,,1,B738,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04170,,,,ENML,ENGM,,123456,04:40,05:35,,188,55,J,,,,,,,,1,B738,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04171,,,,ENGM,ENML,,123457,20:30,21:30,,188,60,J,,,,,,,,1,B738,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04172,,,,ENGM,ENML,,12345,20:10,21:05,,188,55,J,,,,,,,,1,CRJ9,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04173,,,,ENML,ENGM,,1234,19:15,20:35,,188,80,J,,,,,,,,1,SB20,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04174,,,,ENGM,ENML,,1234,21:40,23:00,,188,80,J,,,,,,,,1,SB20,Y?price=143.48%;J?price=143.48%;F?price=143.47%,,
AVA,04175,,,,ENML,LGSA,,5,06:25,11:00,,1750,275,J,,,,,,,,1,B738,Y?price=503.77%;J?price=503.77%;F?price=503.77%,,
AVA,04176,,,,LGSA,ENML,,5,12:00,16:25,,1750,265,J,,,,,,,,1,B738,Y?price=503.77%;J?price=503.77%;F?price=503.77%,,
AVA,04177,,,,ENMS,ENBO,,123456,07:20,07:55,,93,35,J,,,,,,,,1,DH8A,Y?price=121.52%;J?price=121.52%;F?price=121.52%,,
AVA,04178,,,,ENBO,ENMS,,12345,11:30,12:05,,93,35,J,,,,,,,,1,DH8A,Y?price=121.52%;J?price=121.52%;F?price=121.52%,,
AVA,04179,,,,ENBO,ENMS,,123457,18:55,19:30,,93,35,J,,,,,,,,1,DH8A,Y?price=121.52%;J?price=121.52%;F?price=121.52%,,
AVA,04180,,,,ENMS,ENVA,,12345,05:05,05:55,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04181,,,,ENVA,ENMS,,12345,06:15,07:05,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04182,,,,ENMS,ENVA,,67,09:10,10:00,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04183,,,,ENVA,ENMS,,1234567,13:40,14:30,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04184,,,,ENMS,ENVA,,12345,12:25,13:15,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04185,,,,ENVA,ENMS,,123457,16:45,17:35,,151,50,J,,,,,,,,1,DH8A,Y?price=134.95%;J?price=134.96%;F?price=134.96%,,
AVA,04186,,,,ENNA,ENTC,,12345,04:30,05:20,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04187,,,,ENTC,ENNA,,12345,10:35,11:25,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04188,,,,ENNA,ENTC,,6,08:40,09:30,,127,50,J,,,,,,,,1,DH8A,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04189,,,,ENTC,ENNA,,1234567,15:00,15:50,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04190,,,,ENNA,ENTC,,123457,11:45,12:35,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04191,,,,ENTC,ENNA,,123457,20:40,21:30,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04192,,,,ENNM,ENGM,,1356,07:45,09:05,,257,80,J,,,,,,,,1,DH8A,Y?price=159.25%;J?price=159.24%;F?price=159.24%,,
AVA,04193,,,,ENGM,ENNM,,1357,09:35,10:55,,257,80,J,,,,,,,,1,DH8A,Y?price=159.25%;J?price=159.24%;F?price=159.24%,,
AVA,04194,,,,ENNM,ENVA,,12345,05:25,05:55,,63,30,J,,,,,,,,1,DH8A,Y?price=114.54%;J?price=114.53%;F?price=114.54%,,
AVA,04195,,,,ENVA,ENNM,,123457,15:05,15:35,,63,30,J,,,,,,,,1,DH8A,Y?price=114.54%;J?price=114.53%;F?price=114.54%,,
AVA,04196,,,,ENNM,ENVA,,24,07:45,08:15,,63,30,J,,,,,,,,1,DH8A,Y?price=114.54%;J?price=114.53%;F?price=114.54%,,
AVA,04197,,,,ENVA,ENNM,,123457,18:55,19:25,,63,30,J,,,,,,,,1,DH8A,Y?price=114.54%;J?price=114.53%;F?price=114.54%,,
AVA,04198,,,,ENOV,ENBR,,6,05:05,05:55,,116,50,J,,,,,,,,1,DH8A,Y?price=126.74%;J?price=126.73%;F?price=126.73%,,
AVA,04199,,,,ENBR,ENOV,,123457,18:30,19:20,,116,50,J,,,,,,,,1,DH8A,Y?price=126.74%;J?price=126.73%;F?price=126.73%,,
AVA,04200,,,,ENOV,ENGM,,12345,04:20,05:25,,188,65,J,,,,,,,,1,DH8A,Y?price=143.35%;J?price=143.35%;F?price=143.35%,,
AVA,04201,,,,ENGM,ENOV,,123457,16:30,17:40,,188,70,J,,,,,,,,1,DH8A,Y?price=143.35%;J?price=143.35%;F?price=143.35%,,
AVA,04202,,,,ENGM,ENOV,,123457,20:25,21:35,,188,70,J,,,,,,,,1,DH8A,Y?price=143.35%;J?price=143.35%;F?price=143.35%,,
AVA,04203,,,,ENRA,ENGM,,1457,09:30,11:25,,380,115,J,,,,,,,,1,DH8A,Y?price=187.69%;J?price=187.7%;F?price=187.7%,,
AVA,04204,,,,ENGM,ENRA,,1457,11:50,13:45,,380,115,J,,,,,,,,1,DH8A,Y?price=187.69%;J?price=187.7%;F?price=187.7%,,
AVA,04205,,,,ENRA,ENVA,,12345,04:20,05:25,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04206,,,,ENVA,ENRA,,12345,06:30,07:35,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04207,,,,ENRA,ENVA,,123456,07:50,08:55,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04208,,,,ENVA,ENRA,,12345,09:15,10:20,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04209,,,,ENRA,ENVA,,123457,13:40,14:45,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04210,,,,ENVA,ENRA,,123457,16:45,17:50,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04211,,,,ENRA,ENVA,,123457,18:15,19:20,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04212,,,,ENVA,ENRA,,123457,19:45,20:50,,194,65,J,,,,,,,,1,DH8A,Y?price=144.85%;J?price=144.85%;F?price=144.85%,,
AVA,04213,,,,ENRM,ENNM,,12345,04:50,05:10,,25,20,J,,,,,,,,1,DH8A,Y?price=105.77%;J?price=105.76%;F?price=105.77%,,
AVA,04214,,,,ENNM,ENRM,,1357,11:10,11:30,,25,20,J,,,,,,,,1,DH8A,Y?price=105.77%;J?price=105.76%;F?price=105.77%,,
AVA,04215,,,,ENRM,ENNM,,123456,07:10,07:30,,25,20,J,,,,,,,,1,DH8A,Y?price=105.77%;J?price=105.76%;F?price=105.77%,,
AVA,04216,,,,ENNM,ENRM,,123457,19:40,20:00,,25,20,J,,,,,,,,1,DH8A,Y?price=105.77%;J?price=105.76%;F?price=105.77%,,
AVA,04217,,,,ENRM,ENVA,,13567,11:50,12:25,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04218,,,,ENVA,ENRM,,123457,15:35,16:10,,83,35,J,,,,,,,,1,DH8A,Y?price=119.17%;J?price=119.16%;F?price=119.17%,,
AVA,04219,,,,ENRO,ENGM,,12345,04:35,05:30,,143,55,J,,,,,,,,1,DH8A,Y?price=133.05%;J?price=133.05%;F?price=133.05%,,
AVA,04220,,,,ENGM,ENRO,,47,19:30,20:20,,143,50,J,,,,,,,,1,DH8A,Y?price=133.05%;J?price=133.05%;F?price=133.05%,,
AVA,04221,,,,ENRS,ENSH,,123456,06:50,07:15,,72,25,J,,,,,,,,1,DH8A,Y?price=116.66%;J?price=116.66%;F?price=116.66%,,
AVA,04222,,,,ENSH,ENRS,,23457,17:10,17:40,,72,30,J,,,,,,,,1,DH8A,Y?price=116.66%;J?price=116.66%;F?price=116.66%,,
AVA,04223,,,,ENSB,ENGM,,123456,00:25,03:20,,1086,175,J,,,,,,,,1,B738,Y?price=350.69%;J?price=350.69%;F?price=350.7%,,
AVA,04224,,,,ENGM,ENSB,,123457,19:45,22:40,,1086,175,J,,,,,,,,1,B738,Y?price=350.69%;J?price=350.69%;F?price=350.7%,,
AVA,04225,,,,ENSB,ENGM,,136,02:10,05:05,,1086,175,J,,,,,,,,1,B738,Y?price=350.69%;J?price=350.69%;F?price=350.7%,,
AVA,04226,,,,ENGM,ENSB,,135,15:25,18:25,,1086,180,J,,,,,,,,1,B738,Y?price=350.69%;J?price=350.69%;F?price=350.7%,,
AVA,04227,,,,ENSB,ENTC,,1247,12:45,14:20,,517,95,J,,,,,,,,1,B738,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04228,,,,ENTC,ENSB,,6,16:45,18:20,,517,95,J,,,,,,,,1,B738,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04229,,,,ENSD,ENGM,,123456,08:10,09:05,,175,55,J,,,,,,,,1,DH8A,Y?price=140.4%;J?price=140.4%;F?price=140.4%,,
AVA,04230,,,,ENGM,ENSD,,123457,14:20,15:25,,175,65,J,,,,,,,,1,DH8A,Y?price=140.4%;J?price=140.4%;F?price=140.4%,,
AVA,04231,,,,ENSD,ENSG,,12345,04:22,04:50,,50,28,J,,,,,,,,1,DH8A,Y?price=111.6%;J?price=111.61%;F?price=111.6%,,
AVA,04232,,,,ENSG,ENSD,,12345,07:30,07:55,,50,25,J,,,,,,,,1,DH8A,Y?price=111.6%;J?price=111.61%;F?price=111.6%,,
AVA,04233,,,,ENSD,ENSG,,123457,15:45,16:15,,50,30,J,,,,,,,,1,DH8A,Y?price=111.6%;J?price=111.61%;F?price=111.6%,,
AVA,04234,,,,ENSG,ENSD,,123457,19:10,19:37,,50,27,J,,,,,,,,1,DH8A,Y?price=111.6%;J?price=111.61%;F?price=111.6%,,
AVA,04235,,,,ENSG,ENBR,,12345,05:05,05:35,,76,30,J,,,,,,,,1,DH8A,Y?price=117.57%;J?price=117.57%;F?price=117.57%,,
AVA,04236,,,,ENBR,ENSG,,123457,18:20,18:55,,76,35,J,,,,,,,,1,DH8A,Y?price=117.57%;J?price=117.57%;F?price=117.57%,,
AVA,04237,,,,ENGM,ENSG,,123457,18:00,18:50,,130,50,J,,,,,,,,1,DH8A,Y?price=129.98%;J?price=129.98%;F?price=129.98%,,
AVA,04238,,,,ENSG,ENOV,,123456,07:35,08:05,,69,30,J,,,,,,,,1,DH8A,Y?price=115.86%;J?price=115.87%;F?price=115.87%,,
AVA,04239,,,,ENOV,ENSG,,123457,15:40,16:15,,69,35,J,,,,,,,,1,DH8A,Y?price=115.86%;J?price=115.87%;F?price=115.87%,,
AVA,04240,,,,ENBO,ENSH,,123457,19:40,20:05,,59,25,J,,,,,,,,1,DH8A,Y?price=113.6%;J?price=113.61%;F?price=113.61%,,
AVA,04241,,,,ENSK,ENTC,,12345,07:05,07:45,,106,40,J,,,,,,,,1,DH8A,Y?price=124.52%;J?price=124.53%;F?price=124.53%,,
AVA,04242,,,,ENTC,ENSK,,123457,13:35,14:15,,106,40,J,,,,,,,,1,DH8A,Y?price=124.52%;J?price=124.53%;F?price=124.53%,,
AVA,04243,,,,ENSR,ENTC,,12345,05:00,05:25,,43,25,J,,,,,,,,1,DH8A,Y?price=109.91%;J?price=109.91%;F?price=109.91%,,
AVA,04244,,,,ENTC,ENSR,,12345,08:30,08:55,,43,25,J,,,,,,,,1,DH8A,Y?price=109.91%;J?price=109.91%;F?price=109.91%,,
AVA,04245,,,,ENSR,ENTC,,7,11:40,12:05,,43,25,J,,,,,,,,1,DH8A,Y?price=109.91%;J?price=109.91%;F?price=109.91%,,
AVA,04246,,,,ENTC,ENSR,,123457,17:35,18:00,,43,25,J,,,,,,,,1,DH8A,Y?price=109.91%;J?price=109.91%;F?price=109.91%,,
AVA,04247,,,,ENSS,ENVD,,12345,07:11,07:26,,30,15,J,,,,,,,,1,DH8A,Y?price=106.94%;J?price=106.93%;F?price=106.94%,,
AVA,04248,,,,ENVD,ENSS,,123457,16:52,17:12,,30,20,J,,,,,,,,1,DH8A,Y?price=106.94%;J?price=106.93%;F?price=106.94%,,
AVA,04249,,,,ENST,ENVA,,12345,05:00,05:50,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04250,,,,ENVA,ENST,,12345,06:15,07:05,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04251,,,,ENST,ENVA,,2467,11:25,12:15,,155,50,J,,,,,,,,1,DH8D,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04252,,,,ENVA,ENST,,123457,17:30,18:20,,155,50,J,,,,,,,,1,DH8A,Y?price=135.78%;J?price=135.79%;F?price=135.79%,,
AVA,04253,,,,ENTC,EFHK,,6,09:25,11:20,,582,115,J,,,,,,,,1,E190,Y?price=234.26%;J?price=234.26%;F?price=234.26%,,
AVA,04254,,,,EFHK,ENTC,,6,12:20,14:15,,582,115,J,,,,,,,,1,E190,Y?price=234.26%;J?price=234.26%;F?price=234.26%,,
AVA,04255,,,,ENTC,ENAT,,12345,04:00,04:40,,94,40,J,,,,,,,,1,DH8A,Y?price=121.65%;J?price=121.65%;F?price=121.65%,,
AVA,04256,,,,ENAT,ENTC,,123457,15:55,16:35,,94,40,J,,,,,,,,1,DH8A,Y?price=121.65%;J?price=121.65%;F?price=121.65%,,
AVA,04257,,,,ENTC,ENBO,,6,09:20,10:20,,176,60,J,,,,,,,,1,DH8D,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,04258,,,,ENBO,ENTC,,6,10:40,11:40,,176,60,J,,,,,,,,1,DH8D,Y?price=140.62%;J?price=140.62%;F?price=140.62%,,
AVA,04259,,,,ENEV,ENTC,,123457,14:00,14:35,,86,35,J,,,,,,,,1,DH8A,Y?price=119.86%;J?price=119.87%;F?price=119.87%,,
AVA,04260,,,,ENTC,ENGM,,2345,02:00,03:50,,602,110,J,,,,,,,,1,CRJ2,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04261,,,,ENGM,ENTC,,1234,21:00,22:50,,602,110,J,,,,,,,,1,CRJ2,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04262,,,,ENTC,ENGM,,12345,04:15,06:10,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04263,,,,ENGM,ENTC,,123457,16:35,18:25,,602,110,J,,,,,,,,1,B737,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04264,,,,ENTC,ENGM,,1234567,04:30,06:25,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04265,,,,ENGM,ENTC,,123457,16:45,18:40,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04266,,,,ENTC,ENGM,,123456,06:00,07:55,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04267,,,,ENGM,ENTC,,7,17:25,19:20,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04268,,,,ENTC,ENGM,,1234567,06:05,07:55,,602,110,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04269,,,,ENGM,ENTC,,123457,18:05,19:55,,602,110,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04270,,,,ENGM,ENTC,,12347,19:45,21:35,,602,110,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04271,,,,ENGM,ENTC,,123457,20:00,21:55,,602,115,J,,,,,,,,1,B738,Y?price=238.89%;J?price=238.89%;F?price=238.89%,,
AVA,04272,,,,ENTC,ENHF,,12345,04:00,04:43,,114,43,J,,,,,,,,1,DH8A,Y?price=126.25%;J?price=126.24%;F?price=126.24%,,
AVA,04273,,,,ENHF,ENTC,,123457,17:50,18:35,,114,45,J,,,,,,,,1,DH8A,Y?price=126.25%;J?price=126.24%;F?price=126.24%,,
AVA,04274,,,,ENHF,ENTC,,123457,17:58,18:40,,114,42,J,,,,,,,,1,DH8A,Y?price=126.25%;J?price=126.24%;F?price=126.24%,,
AVA,04275,,,,ENHF,ENTC,,123457,22:20,23:05,,114,45,J,,,,,,,,1,DH8A,Y?price=126.25%;J?price=126.24%;F?price=126.24%,,
AVA,04276,,,,ENTC,ENKR,,123457,08:15,09:25,,228,70,J,,,,,,,,1,DH8A,Y?price=152.65%;J?price=152.64%;F?price=152.64%,,
AVA,04277,,,,ENKR,ENTC,,123457,19:05,20:20,,228,75,J,,,,,,,,1,DH8D,Y?price=152.65%;J?price=152.64%;F?price=152.64%,,
AVA,04278,,,,ENNA,ENTC,,123457,16:05,16:55,,127,50,J,,,,,,,,1,DH8D,Y?price=129.32%;J?price=129.33%;F?price=129.33%,,
AVA,04279,,,,ENTC,ENSB,,12345,08:45,10:30,,517,105,J,,,,,,,,1,CRJ2,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04280,,,,ENSB,ENTC,,12345,12:00,13:45,,517,105,J,,,,,,,,1,CRJ2,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04281,,,,ENTC,ENSB,,12345,09:50,11:35,,517,105,J,,,,,,,,1,CRJ2,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04282,,,,ENSB,ENTC,,12345,12:15,14:00,,517,105,J,,,,,,,,1,CRJ2,Y?price=219.25%;J?price=219.24%;F?price=219.24%,,
AVA,04283,,,,ENTC,ENSK,,12345,06:05,06:45,,106,40,J,,,,,,,,1,DH8A,Y?price=124.52%;J?price=124.53%;F?price=124.53%,,
AVA,04284,,,,ENSK,ENTC,,1234567,13:45,14:25,,106,40,J,,,,,,,,1,DH8A,Y?price=124.52%;J?price=124.53%;F?price=124.53%,,
AVA,04285,,,,ENSR,ENTC,,123457,18:15,18:40,,43,25,J,,,,,,,,1,DH8A,Y?price=109.91%;J?price=109.91%;F?price=109.91%,,
AVA,04286,,,,ENTC,ENVD,,123457,08:15,09:22,,226,67,J,,,,,,,,1,DH8A,Y?price=152.23%;J?price=152.24%;F?price=152.23%,,
AVA,04287,,,,ENVD,ENTC,,6,10:25,11:35,,226,70,J,,,,,,,,1,DH8A,Y?price=152.23%;J?price=152.24%;F?price=152.23%,,
AVA,04288,,,,ENTC,LFPG,,3,07:50,11:30,,1327,220,J,,,,,,,,1,B738,Y?price=406.26%;J?price=406.27%;F?price=406.26%,,
AVA,04289,,,,LFPG,ENTC,,3,12:30,16:00,,1327,210,J,,,,,,,,1,B738,Y?price=406.26%;J?price=406.27%;F?price=406.26%,,
AVA,04290,,,,ENTC,LGSA,,6,06:15,11:25,,2056,310,J,,,,,,,,1,B738,Y?price=574.51%;J?price=574.51%;F?price=574.51%,,
AVA,04291,,,,LGSA,ENTC,,6,12:25,17:35,,2056,310,J,,,,,,,,1,B738,Y?price=574.51%;J?price=574.51%;F?price=574.51%,,
AVA,04292,,,,ENTC,LGSA,,6,14:40,20:00,,2056,320,J,,,,,,,,1,B738,Y?price=574.51%;J?price=574.51%;F?price=574.51%,,
AVA,04293,,,,LGSA,ENTC,,6,20:50,01:55,,2056,305,J,,,,,,,,1,B738,Y?price=574.51%;J?price=574.51%;F?price=574.51%,,
AVA,04294,,,,ENTO,EHAM,,1234567,04:15,05:50,,452,95,J,,,,,,,,1,E170,Y?price=204.32%;J?price=204.32%;F?price=204.32%,,
AVA,04295,,,,EHAM,ENTO,,1234567,19:25,21:00,,452,95,J,,,,,,,,1,E170,Y?price=204.32%;J?price=204.32%;F?price=204.32%,,
AVA,04296,,,,ENTO,EKCH,,12345,04:05,05:15,,228,70,J,,,,,,,,1,DH8D,Y?price=152.54%;J?price=152.54%;F?price=152.54%,,
AVA,04297,,,,EKCH,ENTO,,123457,18:45,19:55,,228,70,J,,,,,,,,1,DH8D,Y?price=152.54%;J?price=152.54%;F?price=152.54%,,
AVA,04298,,,,ENTO,ENBR,,12345,04:15,05:10,,166,55,J,,,,,,,,1,DH8D,Y?price=138.35%;J?price=138.35%;F?price=138.35%,,
AVA,04299,,,,ENBR,ENTO,,1234567,14:45,15:35,,166,50,J,,,,,,,,1,E190,Y?price=138.35%;J?price=138.35%;F?price=138.35%,,
AVA,04300,,,,ENTO,ENBR,,12345,05:00,05:55,,166,55,J,,,,,,,,1,DH8D,Y?price=138.35%;J?price=138.35%;F?price=138.35%,,
AVA,04301,,,,ENBR,ENTO,,123457,17:35,18:25,,166,50,J,,,,,,,,1,DH8D,Y?price=138.35%;J?price=138.35%;F?price=138.35%,,
AVA,04302,,,,ENBR,ENTO,,123457,20:05,20:55,,166,50,J,,,,,,,,1,DH8D,Y?price=138.35%;J?price=138.35%;F?price=138.35%,,
AVA,04303,,,,ENTO,ENVA,,12345,04:45,05:50,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04304,,,,ENVA,ENTO,,12345,06:20,07:25,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04305,,,,ENTO,ENVA,,123456,07:40,08:45,,257,65,J,,,,,,,,1,DH8D,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04306,,,,ENVA,ENTO,,123457,11:50,12:55,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04307,,,,ENTO,ENVA,,7,10:15,11:20,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04308,,,,ENVA,ENTO,,6,13:30,14:35,,257,65,J,,,,,,,,1,DH8D,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04309,,,,ENTO,ENVA,,123457,16:05,17:10,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04310,,,,ENVA,ENTO,,123457,17:40,18:45,,257,65,J,,,,,,,,1,E190,Y?price=159.29%;J?price=159.3%;F?price=159.3%,,
AVA,04311,,,,ENTO,ENZV,,12345,04:30,05:20,,144,50,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04312,,,,ENZV,ENTO,,12345,08:00,08:45,,144,45,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04313,,,,ENTO,ENZV,,12345,06:45,07:35,,144,50,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04314,,,,ENZV,ENTO,,12345,11:25,12:10,,144,45,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04315,,,,ENTO,ENZV,,123457,12:05,12:55,,144,50,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04316,,,,ENZV,ENTO,,123457,14:45,15:30,,144,45,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04317,,,,ENTO,ENZV,,123457,13:30,14:20,,144,50,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04318,,,,ENZV,ENTO,,123457,17:30,18:15,,144,45,J,,,,,,,,1,DH8D,Y?price=133.18%;J?price=133.19%;F?price=133.19%,,
AVA,04319,,,,ENTO,EPKK,,0123456,07:15,09:15,,638,120,J,,,,,,,,1,B738,Y?price=247.15%;J?price=247.15%;F?price=247.15%,,
AVA,04320,,,,EPKK,ENTO,,1,16:10,18:05,,638,115,J,,,,,,,,1,B738,Y?price=247.15%;J?price=247.15%;F?price=247.15%,,
AVA,04321,,,,ENTO,EPLB,,37,07:35,09:35,,638,120,J,,,,,,,,1,A321,Y?price=247.14%;J?price=247.13%;F?price=247.13%,,
AVA,04322,,,,EPLB,ENTO,,37,10:10,12:15,,638,125,J,,,,,,,,1,A321,Y?price=247.14%;J?price=247.13%;F?price=247.13%,,
AVA,04323,,,,ENTO,EPPO,,15,06:45,08:20,,462,95,J,,,,,,,,1,A321,Y?price=206.6%;J?price=206.59%;F?price=206.59%,,
AVA,04324,,,,EPPO,ENTO,,15,08:55,10:35,,462,100,J,,,,,,,,1,A321,Y?price=206.6%;J?price=206.59%;F?price=206.59%,,
AVA,04325,,,,ENTO,EPSC,,246,06:45,08:10,,370,85,J,,,,,,,,1,A321,Y?price=185.29%;J?price=185.29%;F?price=185.29%,,
AVA,04326,,,,EPSC,ENTO,,246,08:45,10:10,,370,85,J,,,,,,,,1,A321,Y?price=185.29%;J?price=185.29%;F?price=185.29%,,
AVA,04327,,,,ENVA,EHAM,,1234567,04:00,06:15,,696,135,J,,,,,,,,1,E190,Y?price=260.69%;J?price=260.69%;F?price=260.7%,,
AVA,04328,,,,EHAM,ENVA,,1234567,18:45,20:50,,696,125,J,,,,,,,,1,E190,Y?price=260.69%;J?price=260.69%;F?price=260.7%,,
AVA,04329,,,,ENVA,EKCH,,0123456,04:00,05:35,,473,95,J,,,,,,,,1,CRJ9,Y?price=209.22%;J?price=209.22%;F?price=209.22%,,
AVA,04330,,,,EKCH,ENVA,,123457,19:25,21:00,,473,95,J,,,,,,,,1,B737,Y?price=209.22%;J?price=209.22%;F?price=209.22%,,
AVA,04331,,,,ENVA,ENBO,,1235,04:25,05:25,,244,60,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,04332,,,,ENBO,ENVA,,0123456,11:05,12:05,,244,60,J,,,,,,,,1,CRJ9,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,04333,,,,ENVA,ENBO,,7,05:20,06:15,,244,55,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
AVA,04334,,,,ENBO,ENVA,,01245,18:05,19:05,,244,60,J,,,,,,,,1,B737,Y?price=156.37%;J?price=156.37%;F?price=156.37%,,
