subfleet,iata,icao,airport_id,name,registration,hex_code,mtow,zfw,status
B738,738,B738,EGPH,"Berghin",AV-1343,,79015.00,58197.00,A
B738,738,B738,EGPH,"Calafindeşti",AV-1344,,79015.00,58197.00,A
B738,738,B738,EGPH,"Convent",AV-1345,,79015.00,58197.00,A
B738,738,B738,EGPH,"Huzhou",AV-1346,,79015.00,58197.00,A
B738,738,B738,EGPH,"Kainan",AV-1347,,79015.00,58197.00,A
B738,738,B738,EGPH,"Bollnäs",AV-1348,,79015.00,58197.00,A
A321,321,A321,EGPH,"Gherăeşti",AV-1349,,89000.00,69760.00,A
A333,333,A333,EGPH,"Ghindari",AV-1350,,212000.00,100728.00,A
A333,333,A333,EGPH,"Lockport",AV-1351,,212000.00,100728.00,A
A333,333,A333,EGPH,"Berkåk",AV-1352,,212000.00,100728.00,A
A333,333,A333,EGPH,"Rovigo",AV-1353,,212000.00,100728.00,A
A333,333,A333,EGPH,"Dakota City",AV-1354,,212000.00,100728.00,A
B737,73G,B737,EGPH,"C.a. Rosetti",AV-1355,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Hinwil",AV-1356,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Gerger",AV-1357,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Simoneşti",AV-1358,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Ciudad Obregón",AV-1359,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Ainsworth",AV-1360,,70080.00,49262.00,A
B738,738,B738,EGPH,"Andreiaşu de Jos",AV-1361,,79015.00,58197.00,A
B738,738,B738,EGPH,"Tulcingo de Valle",AV-1362,,79015.00,58197.00,A
B738,738,B738,EGPH,"Challis",AV-1363,,79015.00,58197.00,A
B738,738,B738,EGPH,"Lucca",AV-1364,,79015.00,58197.00,A
B738,738,B738,EGPH,"Însurăţei",AV-1365,,79015.00,58197.00,A
B737,73G,B737,EGPH,"Ernestinovo",AV-1366,,70080.00,49262.00,A
B738,738,B738,EGPH,"Alatskivi",AV-1367,,79015.00,58197.00,A
B738,738,B738,EGPH,"Chāh Āb",AV-1368,,79015.00,58197.00,A
B738,738,B738,EGPH,"Bang Kruai",AV-1369,,79015.00,58197.00,A
B738,738,B738,EGPH,"Cehal",AV-1370,,79015.00,58197.00,A
B738,738,B738,EGPH,"Medkovets",AV-1371,,79015.00,58197.00,A
B738,738,B738,EGPH,"Arjeplog",AV-1372,,79015.00,58197.00,A
B738,738,B738,EGPH,"Milton",AV-1373,,79015.00,58197.00,A
B737,73G,B737,EGPH,"Podu Turcului",AV-1374,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Seaca de Pădure",AV-1375,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Tolti",AV-1376,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Jacksboro",AV-1377,,70080.00,49262.00,A
B738,738,B738,EGPH,"Larne",AV-1378,,79015.00,58197.00,A
B738,738,B738,EGPH,"Almoloya",AV-1379,,79015.00,58197.00,A
B737,73G,B737,EGPH,"Sulița",AV-1380,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Laramie",AV-1381,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Coixtlahuaca",AV-1382,,70080.00,49262.00,A
B737,73G,B737,EGPH,"Tarboro",AV-1383,,70080.00,49262.00,A
DH8D,DH4,DH8D,EGPH,"Bârnova",AV-1384,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Jibert",AV-1385,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Vila Baleira",AV-1386,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Sanislău",AV-1387,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Fredericksburg",AV-1388,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Brevard",AV-1389,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Louisburg",AV-1390,,30481.00,0.00,A
E190,E90,E190,EGPH,"Tepalcingo",AV-1391,,51800.00,0.00,A
E190,E90,E190,EGPH,"Hochdorf",AV-1392,,51800.00,0.00,A
E190,E90,E190,EGPH,"Kâhta",AV-1393,,51800.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Alençon",AV-1394,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Mount Olivet",AV-1395,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Jiangmen",AV-1396,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Penn Yan",AV-1397,,30481.00,0.00,A
DH8D,DH4,DH8D,EGPH,"Silacayoápam",AV-1398,,30481.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Alexandroupoli",AV-1399,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Osmaci",AV-1400,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"San Andrés Calpan",AV-1401,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Mărășești",AV-1402,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Slavyansk-na-Kubani",AV-1403,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Bibinje",AV-1404,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Saint Paul",AV-1405,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Chaloem Phra Kiat",AV-1406,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Wausau",AV-1407,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Fomento",AV-1408,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Vestnes",AV-1409,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Tochtepec",AV-1410,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Ellsworth",AV-1411,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Spišská Nová Ves",AV-1412,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Krok Phra",AV-1413,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Piscu Vechi",AV-1414,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Crawfordsville",AV-1415,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Kiskunfélegyháza",AV-1416,,0.00,0.00,A
B744,744,B744,EGPH,"Sălcuţa",AV-1417,,396893.00,203973.00,A
B738,738,B738,EGPH,"Maniwa",AV-1418,,79015.00,58197.00,A
B744,744,B744,EGPH,"Colipa",AV-1419,,396893.00,203973.00,A
B744,744,B744,EGPH,"Hagerstown",AV-1420,,396893.00,203973.00,A
B744,744,B744,EGPH,"İskilip",AV-1421,,396893.00,203973.00,A
B744,744,B744,EGPH,"Hărău",AV-1422,,396893.00,203973.00,A
B744,744,B744,EGPH,"Silves",AV-1423,,396893.00,203973.00,A
A319,319,A319,EGPH,"Pásztó",AV-1424,,64000.00,44632.00,A
MD83,M83,MD83,EGPH,"Ipatele",AV-1425,,72600.00,0.00,A
A320,320,A320,EGPH,"Mânăstirea Caşin",AV-1426,,73500.00,54132.00,A
A320,320,A320,EGPH,"Ban Na",AV-1427,,73500.00,54132.00,A
A320,320,A320,EGPH,"Rat Burana",AV-1428,,73500.00,54132.00,A
A320,320,A320,EGPH,"Onavas",AV-1429,,73500.00,54132.00,A
B752,752,B752,EGPH,"Warwick",AV-1430,,108862.00,74070.00,A
B752,752,B752,EGPH,"Kisbér",AV-1431,,108862.00,74070.00,A
B752,752,B752,EGPH,"Amacueca",AV-1432,,108862.00,74070.00,A
B752,752,B752,EGPH,"Dumlupınar",AV-1433,,108862.00,74070.00,A
B752,752,B752,EGPH,"Alcozauca de Guerrero",AV-1434,,108862.00,74070.00,A
B752,752,B752,EGPH,"Seydişehir",AV-1435,,108862.00,74070.00,A
B752,752,B752,EGPH,"Gura Caliţei",AV-1436,,108862.00,74070.00,A
B752,752,B752,EGPH,"Abiko",AV-1437,,108862.00,74070.00,A
B752,752,B752,EGPH,"Messina",AV-1438,,108862.00,74070.00,A
B752,752,B752,EGPH,"Aizpute",AV-1439,,108862.00,74070.00,A
B752,752,B752,EGPH,"Klana",AV-1440,,108862.00,74070.00,A
B752,752,B752,EGPH,"Cuaxomulco",AV-1441,,108862.00,74070.00,A
B763,763,B763,EGPH,"Woonsocket",AV-1442,,184612.00,134212.00,A
B789,789,B789,EGPH,"Santa Catarina Quiané",AV-1443,,254011.00,152913.00,A
B763,763,B763,EGPH,"Bracknell",AV-1444,,184612.00,134212.00,A
B789,789,B789,EGPH,"Racova",AV-1445,,254011.00,152913.00,A
B752,752,B752,EGPH,"Winterset",AV-1446,,108862.00,74070.00,A
B752,752,B752,EGPH,"Karaçoban",AV-1447,,108862.00,74070.00,A
B752,752,B752,EGPH,"Sierra Mojada",AV-1448,,108862.00,74070.00,A
B752,752,B752,EGPH,"Phra Yuen",AV-1449,,108862.00,74070.00,A
B752,752,B752,EGPH,"Teleşti",AV-1450,,108862.00,74070.00,A
B752,752,B752,EGPH,"Colón",AV-1451,,108862.00,74070.00,A
B752,752,B752,EGPH,"Tha Tako",AV-1452,,108862.00,74070.00,A
B752,752,B752,EGPH,"San Bartolomé Ayautla",AV-1453,,108862.00,74070.00,A
B763,763,B763,EGPH,"Marija Gorica",AV-1454,,184612.00,134212.00,A
B752,752,B752,EGPH,"Pagėgiai",AV-1455,,108862.00,74070.00,A
B752,752,B752,EGPH,"Parma",AV-1456,,108862.00,74070.00,A
B752,752,B752,EGPH,"Avram Iancu",AV-1457,,108862.00,74070.00,A
B752,752,B752,EGPH,"Sørumsand",AV-1458,,108862.00,74070.00,A
B752,752,B752,EGPH,"Maquoketa",AV-1459,,108862.00,74070.00,A
B752,752,B752,EGPH,"Kędzierzyn-Koźle",AV-1460,,108862.00,74070.00,A
B752,752,B752,EGPH,"Tacoma",AV-1461,,108862.00,74070.00,A
B763,763,B763,EGPH,"Amarillo",AV-1462,,184612.00,134212.00,A
B752,752,B752,EGPH,"Civljane",AV-1463,,108862.00,74070.00,A
B752,752,B752,EGPH,"Rafael Lucio",AV-1464,,108862.00,74070.00,A
B752,752,B752,EGPH,"Fukutsu",AV-1465,,108862.00,74070.00,A
B752,752,B752,EGPH,"Mezőkovácsháza",AV-1466,,108862.00,74070.00,A
B752,752,B752,EGPH,"Slobozia-Mândra",AV-1467,,108862.00,74070.00,A
B752,752,B752,EGPH,"Izunokuni",AV-1468,,108862.00,74070.00,A
B752,752,B752,EGPH,"Palmar de Bravo",AV-1469,,108862.00,74070.00,A
B752,752,B752,EGPH,"Cuerámaro",AV-1470,,108862.00,74070.00,A
B752,752,B752,EGPH,"Wilber",AV-1471,,108862.00,74070.00,A
B763,763,B763,EGPH,"Beidaud",AV-1472,,184612.00,134212.00,A
B763,763,B763,EGPH,"Kapuvár",AV-1473,,184612.00,134212.00,A
B752,752,B752,EGPH,"Ayabe",AV-1474,,108862.00,74070.00,A
A332,332,A332,EGPH,"San Juan y Martínez",AV-1475,,230000.00,118728.00,A
A332,332,A332,EGPH,"Tuzla",AV-1476,,230000.00,118728.00,A
A332,332,A332,EGPH,"Maardu",AV-1477,,230000.00,118728.00,A
A332,332,A332,EGPH,"Algona",AV-1478,,230000.00,118728.00,A
A332,332,A332,EGPH,"Tepeojuma",AV-1479,,230000.00,118728.00,A
A332,332,A332,EGPH,"Septemvri",AV-1480,,230000.00,118728.00,A
A332,332,A332,EGPH,"Albi",AV-1481,,230000.00,118728.00,A
A332,332,A332,EGPH,"Atlantic",AV-1482,,230000.00,118728.00,A
A332,332,A332,EGPH,"Valpovo",AV-1483,,230000.00,118728.00,A
B752,752,B752,EGPH,"Băileşti",AV-1484,,108862.00,74070.00,A
B752,752,B752,EGPH,"Raciu",AV-1485,,108862.00,74070.00,A
A332,332,A332,EGPH,"Rizhao",AV-1486,,230000.00,118728.00,A
B763,763,B763,EGPH,"Tapalapa",AV-1487,,184612.00,134212.00,A
B763,763,B763,EGPH,"Münster",AV-1488,,184612.00,134212.00,A
B763,763,B763,EGPH,"Gura Văii",AV-1489,,184612.00,134212.00,A
B752,752,B752,EGPH,"Mebonden",AV-1490,,108862.00,74070.00,A
B763,763,B763,EGPH,"Hammerfest",AV-1491,,184612.00,134212.00,A
B752,752,B752,EGPH,"Askvoll",AV-1492,,108862.00,74070.00,A
B763,763,B763,EGPH,"Celorico de Basto",AV-1493,,184612.00,134212.00,A
B763,763,B763,EGPH,"Jiuquan",AV-1494,,184612.00,134212.00,A
B744,744,B744,EGPH,"Vercelli",AV-1495,,396893.00,203973.00,A
B752,752,B752,EGPH,"Bourges",AV-1496,,108862.00,74070.00,A
B752,752,B752,EGPH,"Nopaltepec",AV-1497,,108862.00,74070.00,A
B733,733,B733,EGPH,"Kizilyurt",AV-1498,,63276.00,47196.00,A
B763,763,B763,EGPH,"Svelvik",AV-1499,,184612.00,134212.00,A
B752,752,B752,EGPH,"Bisoca",AV-1500,,108862.00,74070.00,A
B752,752,B752,EGPH,"Ilamatlán",AV-1501,,108862.00,74070.00,A
B752,752,B752,EGPH,"Ion Corvin",AV-1502,,108862.00,74070.00,A
B752,752,B752,EGPH,"Rovinari",AV-1503,,108862.00,74070.00,A
B752,752,B752,EGPH,"Rakitovo",AV-1504,,108862.00,74070.00,A
B752,752,B752,EGPH,"Coşbuc",AV-1505,,108862.00,74070.00,A
B752,752,B752,EGPH,"Brownfield",AV-1506,,108862.00,74070.00,A
B752,752,B752,EGPH,"Aliman",AV-1507,,108862.00,74070.00,A
B752,752,B752,EGPH,"Nautla",AV-1508,,108862.00,74070.00,A
A306,AB6,A306,EGPH,"Asuaju de Sus",AV-1509,,171700.00,0.00,A
B752,752,B752,EGPH,"Lemnia",AV-1510,,108862.00,74070.00,A
A306,AB6,A306,EGPH,"Qarah Bāgh",AV-1511,,171700.00,0.00,A
A306,AB6,A306,EGPH,"Velika",AV-1512,,171700.00,0.00,A
B752,752,B752,EGPH,"Boşorod",AV-1513,,108862.00,74070.00,A
B752,752,B752,EGPH,"Buhoci",AV-1514,,108862.00,74070.00,A
B752,752,B752,EGPH,"Myra",AV-1515,,108862.00,74070.00,A
B752,752,B752,EGPH,"Owego",AV-1516,,108862.00,74070.00,A
B752,752,B752,EGPH,"Valdosta",AV-1517,,108862.00,74070.00,A
B752,752,B752,EGPH,"Tōgane",AV-1518,,108862.00,74070.00,A
B752,752,B752,EGPH,"Căpreni",AV-1519,,108862.00,74070.00,A
B752,752,B752,EGPH,"Porumbești",AV-1520,,108862.00,74070.00,A
B752,752,B752,EGPH,"Sherman",AV-1521,,108862.00,74070.00,A
B752,752,B752,EGPH,"Akyaka",AV-1522,,108862.00,74070.00,A
B752,752,B752,EGPH,"Alfred",AV-1523,,108862.00,74070.00,A
B752,752,B752,EGPH,"Fuzhou",AV-1524,,108862.00,74070.00,A
B733,733,B733,EGPH,"Copăcele",AV-1525,,63276.00,47196.00,A
B788,788,B788,EGPH,"Breznički Hum",AV-1526,,227930.00,126965.00,A
B788,788,B788,EGPH,"Birda",AV-1527,,227930.00,126965.00,A
B788,788,B788,EGPH,"Nong Khaem",AV-1528,,227930.00,126965.00,A
B788,788,B788,EGPH,"Ţicleni",AV-1529,,227930.00,126965.00,A
B788,788,B788,EGPH,"Náfplio",AV-1530,,227930.00,126965.00,A
B788,788,B788,EGPH,"Pojejena",AV-1531,,227930.00,126965.00,A
B788,788,B788,EGPH,"Çelikhan",AV-1532,,227930.00,126965.00,A
B738,738,B738,EGPH,"Carrick-on-Shannon",AV-1533,,79015.00,58197.00,A
B752,752,B752,EGPH,"Strugari",AV-1534,,108862.00,74070.00,A
B752,752,B752,EGPH,"Șieu",AV-1535,,108862.00,74070.00,A
B752,752,B752,EGPH,"Mashhad",AV-1536,,108862.00,74070.00,A
B789,789,B789,EGPH,"Karatsu",AV-1537,,254011.00,152913.00,A
B752,752,B752,EGPH,"Krong Pi Nang",AV-1538,,108862.00,74070.00,A
B789,789,B789,EGPH,"İhsaniye",AV-1539,,254011.00,152913.00,A
B789,789,B789,EGPH,"Padova",AV-1540,,254011.00,152913.00,A
B789,789,B789,EGPH,"Zamora",AV-1541,,254011.00,152913.00,A
B763,763,B763,EGPH,"Las Margaritas",AV-1542,,184612.00,134212.00,A
B763,763,B763,EGPH,"Çan",AV-1543,,184612.00,134212.00,A
B763,763,B763,EGPH,"Valle de Santiago",AV-1544,,184612.00,134212.00,A
B763,763,B763,EGPH,"Valea Mare",AV-1545,,184612.00,134212.00,A
B789,789,B789,EGPH,"Sulakyurt",AV-1546,,254011.00,152913.00,A
B763,763,B763,EGPH,"Alta",AV-1547,,184612.00,134212.00,A
B763,763,B763,EGPH,"Ometepec",AV-1548,,184612.00,134212.00,A
B789,789,B789,EGPH,"Bălteni",AV-1549,,254011.00,152913.00,A
B763,763,B763,EGPH,"Kopparberg",AV-1550,,184612.00,134212.00,A
B763,763,B763,EGPH,"Tarsus",AV-1551,,184612.00,134212.00,A
B763,763,B763,EGPH,"Sai Buri",AV-1552,,184612.00,134212.00,A
B763,763,B763,EGPH,"Dasht-e Qal‘ah",AV-1553,,184612.00,134212.00,A
B789,789,B789,EGPH,"Högsby",AV-1554,,254011.00,152913.00,A
LJ45,,LJ45,EGPH,"Paks",AV-1555,,9752.00,0.00,A
LJ45,,LJ45,EGPH,"Trilj",AV-1556,,9752.00,0.00,A
B733,733,B733,EGPH,"Muradiye",AV-1557,,63276.00,47196.00,A
B734,734,B734,EGPH,"Şaphane",AV-1558,,68038.00,51958.00,A
B734,734,B734,EGPH,"Sawang Daen Din",AV-1559,,68038.00,51958.00,A
A320,320,A320,EGPH,"Urdari",AV-1560,,73500.00,54132.00,A
A320,320,A320,EGPH,"Târşolţ",AV-1561,,73500.00,54132.00,A
A320,320,A320,EGPH,"Ţibucani",AV-1562,,73500.00,54132.00,A
A320,320,A320,EGPH,"Petroşani",AV-1563,,73500.00,54132.00,A
A320,320,A320,EGPH,"Chinameca",AV-1564,,73500.00,54132.00,A
A320,320,A320,EGPH,"San Pedro Coxcaltepec Cántaros",AV-1565,,73500.00,54132.00,A
A320,320,A320,EGPH,"Medina",AV-1566,,73500.00,54132.00,A
A320,320,A320,EGPH,"Bowling Green",AV-1567,,73500.00,54132.00,A
A320,320,A320,EGPH,"Dolhasca",AV-1568,,73500.00,54132.00,A
A320,320,A320,EGPH,"Vorona",AV-1569,,73500.00,54132.00,A
A320,320,A320,EGPH,"Conway",AV-1570,,73500.00,54132.00,A
A320,320,A320,EGPH,"Jezero",AV-1571,,73500.00,54132.00,A
A320,320,A320,EGPH,"Marquelia",AV-1572,,73500.00,54132.00,A
A320,320,A320,EGPH,"Chardon",AV-1573,,73500.00,54132.00,A
A320,320,A320,EGPH,"Temascalapa",AV-1574,,73500.00,54132.00,A
A320,320,A320,EGPH,"New Iberia",AV-1575,,73500.00,54132.00,A
A320,320,A320,EGPH,"Ask",AV-1576,,73500.00,54132.00,A
A320,320,A320,EGPH,"Brøstadbotn",AV-1577,,73500.00,54132.00,A
A320,320,A320,EGPH,"Novara",AV-1578,,73500.00,54132.00,A
A320,320,A320,EGPH,"Ineu",AV-1579,,73500.00,54132.00,A
A320,320,A320,EGPH,"Saschiz",AV-1580,,73500.00,54132.00,A
A320,320,A320,EGPH,"Tlaltenango de Sánchez Román",AV-1581,,73500.00,54132.00,A
A320,320,A320,EGPH,"Si Somdet",AV-1582,,73500.00,54132.00,A
A320,320,A320,EGPH,"Yazoo City",AV-1583,,73500.00,54132.00,A
A320,320,A320,EGPH,"Bradu",AV-1584,,73500.00,54132.00,A
A320,320,A320,EGPH,"Tecali",AV-1585,,73500.00,54132.00,A
A319,319,A319,EGPH,"Predeşti",AV-1586,,64000.00,44632.00,A
A319,319,A319,EGPH,"Linton",AV-1587,,64000.00,44632.00,A
A319,319,A319,EGPH,"McMinnville",AV-1588,,64000.00,44632.00,A
A319,319,A319,EGPH,"Grodzisk Mazowiecki",AV-1589,,64000.00,44632.00,A
A319,319,A319,EGPH,"Reforma",AV-1590,,64000.00,44632.00,A
A319,319,A319,EGPH,"Deh Khwāhān",AV-1591,,64000.00,44632.00,A
A319,319,A319,EGPH,"Hrvatska Kostajnica",AV-1592,,64000.00,44632.00,A
A319,319,A319,EGPH,"Jugureni",AV-1593,,64000.00,44632.00,A
A319,319,A319,EGPH,"Arcuș",AV-1594,,64000.00,44632.00,A
A319,319,A319,EGPH,"Tenango de Arista",AV-1595,,64000.00,44632.00,A
A319,319,A319,EGPH,"Salaya",AV-1596,,64000.00,44632.00,A
E195,E95,E195,EGPH,"Khlong Yai",AV-1597,,52290.00,0.00,A
E195,E95,E195,EGPH,"Midsund",AV-1598,,52290.00,0.00,A
E195,E95,E195,EGPH,"Gojō",AV-1599,,52290.00,0.00,A
E195,E95,E195,EGPH,"Matlapa",AV-1600,,52290.00,0.00,A
E195,E95,E195,EGPH,"Temixco",AV-1601,,52290.00,0.00,A
E195,E95,E195,EGPH,"Brackettville",AV-1602,,52290.00,0.00,A
E195,E95,E195,EGPH,"Tuscaloosa",AV-1603,,52290.00,0.00,A
E195,E95,E195,EGPH,"Gagnef",AV-1604,,52290.00,0.00,A
E195,E95,E195,EGPH,"Itō",AV-1605,,52290.00,0.00,A
E195,E95,E195,EGPH,"Chefchaouene",AV-1606,,52290.00,0.00,A
E195,E95,E195,EGPH,"Bueng Samakkhi",AV-1607,,52290.00,0.00,A
A319,319,A319,EGPH,"Hinnerup",AV-1608,,64000.00,44632.00,A
A319,319,A319,EGPH,"Missoula",AV-1609,,64000.00,44632.00,A
E190,E90,E190,EGPH,"Nazimiye",AV-1610,,51800.00,0.00,A
E190,E90,E190,EGPH,"Pardina",AV-1611,,51800.00,0.00,A
E190,E90,E190,EGPH,"Mustafakemalpaşa",AV-1612,,51800.00,0.00,A
E190,E90,E190,EGPH,"Afumaţi",AV-1613,,51800.00,0.00,A
E190,E90,E190,EGPH,"Shawneetown",AV-1614,,51800.00,0.00,A
E190,E90,E190,EGPH,"Măicăneşti",AV-1615,,51800.00,0.00,A
E190,E90,E190,EGPH,"Groesbeck",AV-1616,,51800.00,0.00,A
E190,E90,E190,EGPH,"Santiago Tillo",AV-1617,,51800.00,0.00,A
E190,E90,E190,EGPH,"Chapulco",AV-1618,,51800.00,0.00,A
A319,319,A319,EGPH,"Sunagawa",AV-1619,,64000.00,44632.00,A
A319,319,A319,EGPH,"Tochigi",AV-1620,,64000.00,44632.00,A
A319,319,A319,EGPH,"Terrenate",AV-1621,,64000.00,44632.00,A
A319,319,A319,EGPH,"La Pe",AV-1622,,64000.00,44632.00,A
A319,319,A319,EGPH,"Gobō",AV-1623,,64000.00,44632.00,A
A320,320,A320,EGPH,"Ceatalchioi",AV-1624,,73500.00,54132.00,A
A320,320,A320,EGPH,"San Melchor Betaza",AV-1625,,73500.00,54132.00,A
A320,320,A320,EGPH,"Lillington",AV-1626,,73500.00,54132.00,A
A320,320,A320,EGPH,"Georgetown",AV-1627,,73500.00,54132.00,A
A320,320,A320,EGPH,"Kushima",AV-1628,,73500.00,54132.00,A
A320,320,A320,EGPH,"Bremgarten",AV-1629,,73500.00,54132.00,A
A320,320,A320,EGPH,"King William",AV-1630,,73500.00,54132.00,A
A321,321,A321,EGPH,"Mihăileşti",AV-1631,,89000.00,69760.00,A
A321,321,A321,EGPH,"Pszczyna",AV-1632,,89000.00,69760.00,A
A321,321,A321,EGPH,"Payas",AV-1633,,89000.00,69760.00,A
A321,321,A321,EGPH,"Fornos de Algodres",AV-1634,,89000.00,69760.00,A
A321,321,A321,EGPH,"Yeniçağa",AV-1635,,89000.00,69760.00,A
A321,321,A321,EGPH,"Ceyhan",AV-1636,,89000.00,69760.00,A
A321,321,A321,EGPH,"Pisarovina",AV-1637,,89000.00,69760.00,A
A321,321,A321,EGPH,"Buduslău",AV-1638,,89000.00,69760.00,A
A321,321,A321,EGPH,"Acaxochitlán",AV-1639,,89000.00,69760.00,A
A321,321,A321,EGPH,"Jackson",AV-1640,,89000.00,69760.00,A
A319,319,A319,EGPH,"Bârsăneşti",AV-1641,,64000.00,44632.00,A
A319,319,A319,EGPH,"Momax",AV-1642,,64000.00,44632.00,A
B738,738,B738,EGPH,"Obanazawa",AV-1643,,79015.00,58197.00,A
B738,738,B738,EGPH,"Tuapse",AV-1644,,79015.00,58197.00,A
B738,738,B738,EGPH,"Seyé",AV-1645,,79015.00,58197.00,A
B738,738,B738,EGPH,"Memphis",AV-1646,,79015.00,58197.00,A
A319,319,A319,EGPH,"Ixtacomitán",AV-1647,,64000.00,44632.00,A
A319,319,A319,EGPH,"Fernandina Beach",AV-1648,,64000.00,44632.00,A
A319,319,A319,EGPH,"Prang Ku",AV-1649,,64000.00,44632.00,A
A319,319,A319,EGPH,"Hondo",AV-1650,,64000.00,44632.00,A
A319,319,A319,EGPH,"Bătrâni",AV-1651,,64000.00,44632.00,A
A319,319,A319,EGPH,"Skrīveri",AV-1652,,64000.00,44632.00,A
A319,319,A319,EGPH,"Zhongwei",AV-1653,,64000.00,44632.00,A
A319,319,A319,EGPH,"Atlequizayan",AV-1654,,64000.00,44632.00,A
A319,319,A319,EGPH,"Moab",AV-1655,,64000.00,44632.00,A
A319,319,A319,EGPH,"Türi",AV-1656,,64000.00,44632.00,A
A319,319,A319,EGPH,"Verguleasa",AV-1657,,64000.00,44632.00,A
A319,319,A319,EGPH,"Sar-e Tayghān",AV-1658,,64000.00,44632.00,A
A319,319,A319,EGPH,"Tishomingo",AV-1659,,64000.00,44632.00,A
A319,319,A319,EGPH,"Mărculești",AV-1660,,64000.00,44632.00,A
A319,319,A319,EGPH,"Traian",AV-1661,,64000.00,44632.00,A
DH8A,DH1,DH8A,EGPH,"Cuba",AV-1662,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Macuspana",AV-1663,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Września",AV-1664,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Moore Haven",AV-1665,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Zerind",AV-1666,,0.00,0.00,A
DH8A,DH1,DH8A,EGPH,"Borduşani",AV-1667,,0.00,0.00,A
A320,320,A320,EGPH,"Nehoiu",AV-1668,,73500.00,54132.00,A
A320,320,A320,EGPH,"Gorjani",AV-1669,,73500.00,54132.00,A
A320,320,A320,EGPH,"Kamensk-Shakhtinskiy",AV-1670,,73500.00,54132.00,A
A320,320,A320,EGPH,"Star City",AV-1671,,73500.00,54132.00,A
A320,320,A320,EGPH,"Sai Noi",AV-1672,,73500.00,54132.00,A
A320,320,A320,EGPH,"Berriozábal",AV-1673,,73500.00,54132.00,A
A320,320,A320,EGPH,"Grenaa",AV-1674,,73500.00,54132.00,A
A320,320,A320,EGPH,"Muḩammad Āghah Wuluswālī",AV-1675,,73500.00,54132.00,A
A320,320,A320,EGPH,"Büyükçekmece",AV-1676,,73500.00,54132.00,A
A343,343,A343,EGPH,"Fedje",AV-1677,,235500.00,125100.00,A
A321,321,A321,EGPH,"Rollag",AV-1678,,89000.00,69760.00,A
A321,321,A321,EGPH,"Spīn Bōldak",AV-1679,,89000.00,69760.00,A
A321,321,A321,EGPH,"Ştefăneşti",AV-1680,,89000.00,69760.00,A
A321,321,A321,EGPH,"Munising",AV-1681,,89000.00,69760.00,A
A319,319,A319,EGPH,"Giffnock",AV-1682,,64000.00,44632.00,A
A319,319,A319,EGPH,"Mandan",AV-1683,,64000.00,44632.00,A
A319,319,A319,EGPH,"Proviţa de Sus",AV-1684,,64000.00,44632.00,A
A319,319,A319,EGPH,"Rafael Delgado",AV-1685,,64000.00,44632.00,A
AT72,AT7,AT72,EGPH,"Santa Bárbara",AV-1686,,21500.00,0.00,A
D328,D38,D328,EGPH,"Ciudad López Mateos",AV-1687,,13990.00,0.00,A
